ojibwe_word,english_translation,word_class,source,license,orthography,notes,audio_url
ziibiins,creek,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"pi ziibiinsan; loc ziibiinsing ziiga'andan vti water s.t., pour liquid on s.t.; Isg inziiga'andaan; pn zaaga'andang ziiga'andaw vta pour liquid on s.o., baptize s.o.; Isg inziiga'andawaa; pn zaaga'andawaad ziiga'igan ni sugar cake, sugar cone; pi ziiga'iganan; he ziiga'iganing; dim ziiga'igaans ziiga'iganike vai make a sugar cone; Isg inziiga'iganike; pn zaaga'iganiked ziiga'ige vai cast sugar cones; Isg inziiga'ige; pn zaaga'iged ziigana' /ziigana'w-/ vta spoon feed s.o. a liquid; Isg inziigana'waa; pn zaagana'waad ziigashkinadoon vti2 fill s.t. to overflowing with solids; Isg inziigashkinadoon; pn zaagashkinadood ziigashkina* vta fill s.o. to overflowing with solids; Isg inziigashkina'aa; pn zaagashkina'aad ziigibadoon vti2 fill s.t. to overflowing with a liquid; Isg inziigibadoon; pn zaagibadood",
ziigigamide,boil over,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zaagigamideg; aiig ziigigamidemagad; pn aug zaagigamidemagak,
ziigigamizo,boil over,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zaagigamizod,
ziiginan,"pour s.t., spill s.t.",vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziiginaan; pn zaaginang,
ziiginige,"pour things, spill things",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziiginige; pn zaaginiged,
ziiginigewigamig,"tavern, bar",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziiginigewigamigoon; loc ziiginigewigamigong; dim ziiginige wigamigoons,
ziiginigewikwe,barmaid,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziiginigewikweg,
ziiginigewinini,bartender,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziiginigewininiwag,
ziiginishaan,ear drops,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
ziiginiingwaan,eye drops,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
ziigise,"pour out, spill out",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zaagiseg; aug ziigisemagad; pn aug zaagisemagak,
ziigwan,be spring,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zaagwang,
ziigwanishi,spend the spring somewhere,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziigwanish; pn zaagwanishid ziigwanong/>t last spring,
ziigwebinan,spill s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziigwebinaan; pn zaagwebinang,
ziigwebinigan,"dump, trash",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziigwebiniganan; loc ziigwebiniganing; dim ziigwebinigaans,
ziigwebinigewakik,slop pail,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziigwebinigewakikoog; loc ziigwebinigewakikong; dim ziigwebinigewakikoons,
ziikaa,"car old fashioned', pi ziikaag",na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc ziikaang; dim ziikaans,
ziikaapidan,drink s.t. quickly,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziikaapidaan; pn zaakaapidang,
ziikoobiiginan,strain s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg inziikoobiiginaan; pn zaakoobiiginang ziinaakwa'igan ni clothes wringer, clothespin; pi ziinaakwa'iganan; loc ziinaakwa'iganing; dim ziinaakwa'igaans",
ziindaakoshin,be wedged in tightly (as something stick- or wood-like),vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziindaakoshin; pn zaandaakoshing,
ziindaakosin,be wedged in tightly (as something stick- or wood-like),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"pn zaandaakosing ziinibidoon vti2 squeeze s.t., wring s.t.; Isg inziinibidoon; pn zaanibidood ziinibizh /ziinibiN-/ vta squeeze s.o., wring s.o.; Isg inziinibinaa; pn zaanibinaad",
ziinikiigomaan,snot,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
ziinikiigome,blow one's nose,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziinikiigome; pn zaanikiigomed,
ziinin,milk s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziininaa; pn zaaninaad,
ziininiwe,milk cows,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziininiwe; pn zaaniniwed,
ziinzibaakwad,"maple sugar, sugar",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc ziinzibaakwadong; dim ziinzibaakwadoons,
ziinzibaakwado-makak,birch bark basket for maple sugar,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziinzibaakwado-makakoon,
ziinzibaakwad-onaagaans,sugar bowl,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziinzibaakwad-onaagaansan; loc ziinzibaakwad-onaagaansing,
ziinzibaakwadowaapine,have diabetes,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziinzibaakwadowaapine; pn zaanzibaakwadowaapined; also ziinzibaakwadwaapine,
ziinzibaakwadoons,candy,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziinzibaakwadoonsan; he ziinzibaakwadoonsing,
ziinzibaakwadwaaboo,maple sap,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc ziinzibaakwad waaboong,
ziinzoopizon,bandage,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziinzoopizonan; loc ziinzoopizoning; dim ziinzoopizonens,
zoobam,suck out of s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzoobamaa; pn zwaabamaad,
zoobandan,suck out of s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzoobandaan; pn zwaabandang,
zoogipon,snow,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zwaagipog zoongan—zoongizi 130,
zoongan,"be solid, be strong",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zwaangang zoongide'e vai be brave; Isg inzoongide'e; prt zwaangide'ed,
zoongigane,have strong bones,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg inzoongigane; prt zwaangiganed zoongi* vta make s.o. strong, make s.o. solid; Isg inzoongi'aa; prt zwaangi'aad",
zoongingwashi,sleep deeply,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zoonginike,have a strong arm,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzoonginike; prt zwaanginiked,
zoongininjii,have a strong hand,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzoongininjii; prt zwaangininjiid,
zoongishin,lie firmly fixed in place,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzoongishin; prt zwaangishing,
zoongisin,lie firmly fixed in place,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"prt zwaangising zoongitoon vti2 make s.t. strong, make s.t. solid; Isg inzoongitoon; prt zwaangitood",
